id,emission_type,livestock_category_type,livestock_production_type,climate,moisture,manure_management_type,value,value_min,value_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, table 10.14 (footnotes)."
137062,EmissionType object (4),Breeding Swine,Low-Productivity,Boreal,Dry,Composting,0.04,0.028,0.052,
137063,EmissionType object (4),Breeding Swine,Low-Productivity,Boreal,Dry,Aerobic Treatment,0,0,0,
137064,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Moist,Lagoon,0,0,0,
137065,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Moist,Liquid/Slurry,0,0,0,
137066,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Moist,Solid Storage,0.015,0.0105,0.0195,
137067,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Moist,Dry Lot,0.035,0.0245,0.0455,
137068,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Moist,Pasture/Range/Paddock,0.12,0.084,0.156,
137069,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Moist,Daily Spread,0,0,0,
137070,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Moist,Digester,0,0,0,
137071,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Moist,Burned For Fuel,0,0,0,
137072,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Moist,Pit<1Month,0,0,0,
137073,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Moist,Pit>1Month,0,0,0,
137074,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Moist,Poultry Manure,0,0,0,
137075,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Moist,Deep Bedding,0.035,0.0245,0.0455,
137076,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Moist,Composting,0.04,0.028,0.052,
137077,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Moist,Aerobic Treatment,0,0,0,
137078,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Lagoon,0,0,0,
137079,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Liquid/Slurry,0,0,0,
137080,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Solid Storage,0.015,0.0105,0.0195,
137081,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Dry Lot,0.035,0.0245,0.0455,
137082,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Pasture/Range/Paddock,0,0,0,
137083,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Daily Spread,0,0,0,
137084,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Digester,0,0,0,
137085,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Burned For Fuel,0,0,0,
137086,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Pit<1Month,0,0,0,
137087,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Pit>1Month,0,0,0,
137088,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Poultry Manure,0,0,0,
137089,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Deep Bedding,0.035,0.0245,0.0455,
137090,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Composting,0.04,0.028,0.052,
137091,EmissionType object (4),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Aerobic Treatment,0,0,0,
137092,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Lagoon,0,0,0,
137093,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Liquid/Slurry,0,0,0,
137094,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Solid Storage,0.015,0.0105,0.0195,
137095,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Dry Lot,0.035,0.0245,0.0455,
137096,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Pasture/Range/Paddock,0,0,0,
137097,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Daily Spread,0,0,0,
137098,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Digester,0,0,0,
137099,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Burned For Fuel,0,0,0,
137100,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Pit<1Month,0,0,0,
137101,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Pit>1Month,0,0,0,
137102,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Poultry Manure,0,0,0,
137103,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Deep Bedding,0.035,0.0245,0.0455,
137104,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Composting,0.04,0.028,0.052,
137105,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Aerobic Treatment,0,0,0,
137106,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Wet,Lagoon,0,0,0,
137107,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Wet,Liquid/Slurry,0,0,0,
137108,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Wet,Solid Storage,0.015,0.0105,0.0195,
137109,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Wet,Dry Lot,0.035,0.0245,0.0455,
137110,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Wet,Pasture/Range/Paddock,0.24,0.168,0.312,
137111,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Wet,Daily Spread,0,0,0,
137112,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Wet,Digester,0,0,0,
137113,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Wet,Burned For Fuel,0,0,0,
137114,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Wet,Pit<1Month,0,0,0,
137115,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Wet,Pit>1Month,0,0,0,
137116,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Wet,Poultry Manure,0,0,0,
137117,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Wet,Deep Bedding,0.035,0.0245,0.0455,
137118,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Wet,Composting,0.04,0.028,0.052,
137119,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Wet,Aerobic Treatment,0,0,0,
137120,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Moist,Lagoon,0,0,0,
137121,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Moist,Liquid/Slurry,0,0,0,
137122,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Moist,Solid Storage,0.015,0.0105,0.0195,
137123,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Moist,Dry Lot,0.035,0.0245,0.0455,
137124,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Moist,Pasture/Range/Paddock,0.12,0.084,0.156,
137125,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Moist,Daily Spread,0,0,0,
137126,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Moist,Digester,0,0,0,
137127,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Moist,Burned For Fuel,0,0,0,
137128,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Moist,Pit<1Month,0,0,0,
137129,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Moist,Pit>1Month,0,0,0,
137130,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Moist,Poultry Manure,0,0,0,
137131,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Moist,Deep Bedding,0.035,0.0245,0.0455,
137132,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Moist,Composting,0.04,0.028,0.052,
137133,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Moist,Aerobic Treatment,0,0,0,
137134,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Dry,Lagoon,0,0,0,
137135,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Dry,Liquid/Slurry,0,0,0,
137136,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Dry,Solid Storage,0.015,0.0105,0.0195,
137137,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Dry,Dry Lot,0.035,0.0245,0.0455,
137138,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Dry,Pasture/Range/Paddock,0,0,0,
137139,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Dry,Daily Spread,0,0,0,
137140,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Dry,Digester,0,0,0,
137141,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Dry,Burned For Fuel,0,0,0,
137142,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Dry,Pit<1Month,0,0,0,
137143,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Dry,Pit>1Month,0,0,0,
137144,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Dry,Poultry Manure,0,0,0,
137145,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Dry,Deep Bedding,0.035,0.0245,0.0455,
137146,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Dry,Composting,0.04,0.028,0.052,
137147,EmissionType object (4),Breeding Swine,Low-Productivity,Tropical,Dry,Aerobic Treatment,0,0,0,
137148,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Moist,Lagoon,0,0,0,
137149,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Moist,Liquid/Slurry,0,0,0,
137150,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Moist,Solid Storage,0.015,0.0105,0.0195,
137151,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Moist,Dry Lot,0.035,0.0245,0.0455,
137152,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Moist,Pasture/Range/Paddock,0.12,0.084,0.156,
137153,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Moist,Daily Spread,0,0,0,
137154,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Moist,Digester,0,0,0,
137155,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Moist,Burned For Fuel,0,0,0,
137156,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Moist,Pit<1Month,0,0,0,
137157,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Moist,Pit>1Month,0,0,0,
137158,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Moist,Poultry Manure,0,0,0,
137159,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Moist,Deep Bedding,0.035,0.0245,0.0455,
137160,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Moist,Composting,0.04,0.028,0.052,
137161,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Moist,Aerobic Treatment,0,0,0,
137162,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Dry,Lagoon,0,0,0,
137163,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Dry,Liquid/Slurry,0,0,0,
137164,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Dry,Solid Storage,0.015,0.0105,0.0195,
137165,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Dry,Dry Lot,0.035,0.0245,0.0455,
137166,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Dry,Pasture/Range/Paddock,0,0,0,
137167,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Dry,Daily Spread,0,0,0,
137168,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Dry,Digester,0,0,0,
137169,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Dry,Burned For Fuel,0,0,0,
137170,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Dry,Pit<1Month,0,0,0,
137171,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Dry,Pit>1Month,0,0,0,
137172,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Dry,Poultry Manure,0,0,0,
137173,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Dry,Deep Bedding,0.035,0.0245,0.0455,
137174,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Dry,Composting,0.04,0.028,0.052,
137175,EmissionType object (4),Chicken Layer,High-Productivity,Cool Temperate,Dry,Aerobic Treatment,0,0,0,
137176,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Moist,Lagoon,0,0,0,
137177,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Moist,Liquid/Slurry,0,0,0,
137178,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Moist,Solid Storage,0.015,0.0105,0.0195,
137179,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Moist,Dry Lot,0.035,0.0245,0.0455,
137180,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Moist,Pasture/Range/Paddock,0.12,0.084,0.156,
137181,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Moist,Daily Spread,0,0,0,
137182,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Moist,Digester,0,0,0,
137183,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Moist,Burned For Fuel,0,0,0,
137184,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Moist,Pit<1Month,0,0,0,
137185,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Moist,Pit>1Month,0,0,0,
137186,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Moist,Poultry Manure,0,0,0,
137187,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Moist,Deep Bedding,0.035,0.0245,0.0455,
137188,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Moist,Composting,0.04,0.028,0.052,
137189,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Moist,Aerobic Treatment,0,0,0,
137190,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Dry,Lagoon,0,0,0,
137191,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Dry,Liquid/Slurry,0,0,0,
137192,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Dry,Solid Storage,0.015,0.0105,0.0195,
137193,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Dry,Dry Lot,0.035,0.0245,0.0455,
137194,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Dry,Pasture/Range/Paddock,0,0,0,
137195,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Dry,Daily Spread,0,0,0,
137196,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Dry,Digester,0,0,0,
137197,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Dry,Burned For Fuel,0,0,0,
137198,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Dry,Pit<1Month,0,0,0,
137199,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Dry,Pit>1Month,0,0,0,
137200,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Dry,Poultry Manure,0,0,0,
137201,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Dry,Deep Bedding,0.035,0.0245,0.0455,
137202,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Dry,Composting,0.04,0.028,0.052,
137203,EmissionType object (4),Chicken Layer,High-Productivity,Boreal,Dry,Aerobic Treatment,0,0,0,
137204,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Moist,Lagoon,0,0,0,
137205,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Moist,Liquid/Slurry,0,0,0,
137206,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Moist,Solid Storage,0.015,0.0105,0.0195,
137207,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Moist,Dry Lot,0.035,0.0245,0.0455,
137208,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Moist,Pasture/Range/Paddock,0.12,0.084,0.156,
137209,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Moist,Daily Spread,0,0,0,
137210,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Moist,Digester,0,0,0,
137211,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Moist,Burned For Fuel,0,0,0,
137212,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Moist,Pit<1Month,0,0,0,
137213,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Moist,Pit>1Month,0,0,0,
137214,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Moist,Poultry Manure,0,0,0,
137215,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Moist,Deep Bedding,0.035,0.0245,0.0455,
137216,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Moist,Composting,0.04,0.028,0.052,
137217,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Moist,Aerobic Treatment,0,0,0,
137218,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Dry,Lagoon,0,0,0,
137219,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Dry,Liquid/Slurry,0,0,0,
137220,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Dry,Solid Storage,0.015,0.0105,0.0195,
137221,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Dry,Dry Lot,0.035,0.0245,0.0455,
137222,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Dry,Pasture/Range/Paddock,0,0,0,
137223,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Dry,Daily Spread,0,0,0,
137224,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Dry,Digester,0,0,0,
137225,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Dry,Burned For Fuel,0,0,0,
137226,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Dry,Pit<1Month,0,0,0,
137227,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Dry,Pit>1Month,0,0,0,
137228,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Dry,Poultry Manure,0,0,0,
137229,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Dry,Deep Bedding,0.035,0.0245,0.0455,
137230,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Dry,Composting,0.04,0.028,0.052,
137231,EmissionType object (4),Chicken Layer,High-Productivity,Warm Temperate,Dry,Aerobic Treatment,0,0,0,
137232,EmissionType object (4),Chicken Layer,High-Productivity,Tropical Montane,Dry,Lagoon,0,0,0,
137233,EmissionType object (4),Chicken Layer,High-Productivity,Tropical Montane,Dry,Liquid/Slurry,0,0,0,
137234,EmissionType object (4),Chicken Layer,High-Productivity,Tropical Montane,Dry,Solid Storage,0.015,0.0105,0.0195,
137235,EmissionType object (4),Chicken Layer,High-Productivity,Tropical Montane,Dry,Dry Lot,0.035,0.0245,0.0455,
137236,EmissionType object (4),Chicken Layer,High-Productivity,Tropical Montane,Dry,Pasture/Range/Paddock,0,0,0,
137237,EmissionType object (4),Chicken Layer,High-Productivity,Tropical Montane,Dry,Daily Spread,0,0,0,
137238,EmissionType object (4),Chicken Layer,High-Productivity,Tropical Montane,Dry,Digester,0,0,0,
137239,EmissionType object (4),Chicken Layer,High-Productivity,Tropical Montane,Dry,Burned For Fuel,0,0,0,
137240,EmissionType object (4),Chicken Layer,High-Productivity,Tropical Montane,Dry,Pit<1Month,0,0,0,
137241,EmissionType object (4),Chicken Layer,High-Productivity,Tropical Montane,Dry,Pit>1Month,0,0,0,
