id,climate,moisture,continent,land_use_type,value,value_min,value_max,"source: Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, tables 5.2, 5.3, 5.9."
45076,Warm Temperate,Dry,Central America,Groundnuts,4.7,1.175,8.225,
45077,Warm Temperate,Dry,Central America,Annual Cropland,4.7,1.175,8.225,
45078,Warm Temperate,Dry,Central America,Set Aside,4.7,1.175,8.225,
45079,Warm Temperate,Dry,Central America,Flooded Rice,4.7,1.175,8.225,
45080,Warm Temperate,Dry,Central America,Grassland,2.867,#N/A,#N/A,
45081,Warm Temperate,Dry,Central America,Other Land (Non-Vegetated),0,#N/A,#N/A,
45082,Warm Temperate,Dry,Central America,Settlement,0,#N/A,#N/A,
45083,Warm Temperate,Dry,Central America,Agroforestry - Default,20.6,5.15,36.05,
45084,Warm Temperate,Dry,Central America,Hedgerow,13.1,9.301,16.899,
45085,Warm Temperate,Dry,Central America,Silvoarable,13.7,3.425,23.975,
45086,Warm Temperate,Dry,Central America,Silvopasture,35,8.75,61.25,
45087,Warm Temperate,Dry,Central America,Other Land,1,#N/A,#N/A,
45088,Warm Temperate,Dry,Central America,Olive,6.9,1.725,12.075,
45089,Warm Temperate,Dry,Central America,Orchard,6.4,1.6,11.2,
45090,Warm Temperate,Dry,Central America,Short Rotation Coppice,6.35,1.5875,11.1125,
45091,Warm Temperate,Dry,Central America,Tea,18.3,4.575,32.025,
45092,Warm Temperate,Dry,Central America,Vine,2.8,2.1,3.5,
45093,Warm Temperate,Dry,Caribbean,Grains,4.7,1.175,8.225,
45094,Warm Temperate,Dry,Caribbean,Maize,4.7,1.175,8.225,
45095,Warm Temperate,Dry,Caribbean,Sugarcane,4.7,1.175,8.225,
45096,Warm Temperate,Dry,Caribbean,Wheat,4.7,1.175,8.225,
45097,Warm Temperate,Dry,Caribbean,Beans & Pulses,4.7,1.175,8.225,
45098,Warm Temperate,Dry,Caribbean,Tubers,4.7,1.175,8.225,
45099,Warm Temperate,Dry,Caribbean,Root Crops,4.7,1.175,8.225,
45100,Warm Temperate,Dry,Caribbean,Barley,4.7,1.175,8.225,
45101,Warm Temperate,Dry,Caribbean,Oats,4.7,1.175,8.225,
45102,Warm Temperate,Dry,Caribbean,Millet,4.7,1.175,8.225,
45103,Warm Temperate,Dry,Caribbean,Sorghum,4.7,1.175,8.225,
45104,Warm Temperate,Dry,Caribbean,Rye,4.7,1.175,8.225,
45105,Warm Temperate,Dry,Caribbean,Soybeans,4.7,1.175,8.225,
45106,Warm Temperate,Dry,Caribbean,Dry Bean,4.7,1.175,8.225,
45107,Warm Temperate,Dry,Caribbean,Potatoes,4.7,1.175,8.225,
45108,Warm Temperate,Dry,Caribbean,Peanuts,4.7,1.175,8.225,
45109,Warm Temperate,Dry,Caribbean,Vegetables,4.7,1.175,8.225,
45110,Warm Temperate,Dry,Caribbean,Oilseeds,4.7,1.175,8.225,
45111,Warm Temperate,Dry,Caribbean,Groundnuts,4.7,1.175,8.225,
45112,Warm Temperate,Dry,Caribbean,Annual Cropland,4.7,1.175,8.225,
45113,Warm Temperate,Dry,Caribbean,Set Aside,4.7,1.175,8.225,
45114,Warm Temperate,Dry,Caribbean,Flooded Rice,4.7,1.175,8.225,
45115,Warm Temperate,Dry,Caribbean,Grassland,2.867,#N/A,#N/A,
45116,Warm Temperate,Dry,Caribbean,Other Land (Non-Vegetated),0,#N/A,#N/A,
45117,Warm Temperate,Dry,Caribbean,Settlement,0,#N/A,#N/A,
45118,Warm Temperate,Dry,Caribbean,Agroforestry - Default,20.6,5.15,36.05,
45119,Warm Temperate,Dry,Caribbean,Hedgerow,13.1,9.301,16.899,
45120,Warm Temperate,Dry,Caribbean,Silvoarable,13.7,3.425,23.975,
45121,Warm Temperate,Dry,Caribbean,Silvopasture,35,8.75,61.25,
45122,Warm Temperate,Dry,Caribbean,Other Land,1,#N/A,#N/A,
45123,Warm Temperate,Dry,Caribbean,Olive,6.9,1.725,12.075,
45124,Warm Temperate,Dry,Caribbean,Orchard,6.4,1.6,11.2,
45125,Warm Temperate,Dry,Caribbean,Short Rotation Coppice,6.35,1.5875,11.1125,
45126,Warm Temperate,Dry,Caribbean,Tea,18.3,4.575,32.025,
45127,Warm Temperate,Dry,Caribbean,Vine,2.8,2.1,3.5,
45128,Warm Temperate,Moist,Eastern Africa,Grains,4.7,1.175,8.225,
45129,Warm Temperate,Moist,Eastern Africa,Maize,4.7,1.175,8.225,
45130,Warm Temperate,Moist,Eastern Africa,Sugarcane,4.7,1.175,8.225,
45131,Warm Temperate,Moist,Eastern Africa,Wheat,4.7,1.175,8.225,
45132,Warm Temperate,Moist,Eastern Africa,Beans & Pulses,4.7,1.175,8.225,
45133,Warm Temperate,Moist,Eastern Africa,Tubers,4.7,1.175,8.225,
45134,Warm Temperate,Moist,Eastern Africa,Root Crops,4.7,1.175,8.225,
45135,Warm Temperate,Moist,Eastern Africa,Barley,4.7,1.175,8.225,
45136,Warm Temperate,Moist,Eastern Africa,Oats,4.7,1.175,8.225,
45137,Warm Temperate,Moist,Eastern Africa,Millet,4.7,1.175,8.225,
45138,Warm Temperate,Moist,Eastern Africa,Sorghum,4.7,1.175,8.225,
45139,Warm Temperate,Moist,Eastern Africa,Rye,4.7,1.175,8.225,
45140,Warm Temperate,Moist,Eastern Africa,Soybeans,4.7,1.175,8.225,
45141,Warm Temperate,Moist,Eastern Africa,Dry Bean,4.7,1.175,8.225,
45142,Warm Temperate,Moist,Eastern Africa,Potatoes,4.7,1.175,8.225,
45143,Warm Temperate,Moist,Eastern Africa,Peanuts,4.7,1.175,8.225,
45144,Warm Temperate,Moist,Eastern Africa,Vegetables,4.7,1.175,8.225,
45145,Warm Temperate,Moist,Eastern Africa,Oilseeds,4.7,1.175,8.225,
45146,Warm Temperate,Moist,Eastern Africa,Groundnuts,4.7,1.175,8.225,
45147,Warm Temperate,Moist,Eastern Africa,Annual Cropland,4.7,1.175,8.225,
45148,Warm Temperate,Moist,Eastern Africa,Set Aside,4.7,1.175,8.225,
45149,Warm Temperate,Moist,Eastern Africa,Flooded Rice,4.7,1.175,8.225,
45150,Warm Temperate,Moist,Eastern Africa,Grassland,6.345,1.58625,11.10375,
45151,Warm Temperate,Moist,Eastern Africa,Other Land (Non-Vegetated),0,#N/A,#N/A,
45152,Warm Temperate,Moist,Eastern Africa,Settlement,0,#N/A,#N/A,
45153,Warm Temperate,Moist,Eastern Africa,Agroforestry - Default,20.6,5.15,36.05,
45154,Warm Temperate,Moist,Eastern Africa,Hedgerow,13.1,9.301,16.899,
45155,Warm Temperate,Moist,Eastern Africa,Silvoarable,13.7,3.425,23.975,
45156,Warm Temperate,Moist,Eastern Africa,Silvopasture,35,8.75,61.25,
45157,Warm Temperate,Moist,Eastern Africa,Other Land,1,#N/A,#N/A,
45158,Warm Temperate,Moist,Eastern Africa,Olive,6.9,1.725,12.075,
45159,Warm Temperate,Moist,Eastern Africa,Orchard,6.4,1.6,11.2,
45160,Warm Temperate,Moist,Eastern Africa,Short Rotation Coppice,6.35,1.5875,11.1125,
45161,Warm Temperate,Moist,Eastern Africa,Tea,18.3,4.575,32.025,
45162,Warm Temperate,Moist,Eastern Africa,Vine,2.8,2.1,3.5,
45163,Warm Temperate,Moist,Central Africa,Grains,4.7,1.175,8.225,
45164,Warm Temperate,Moist,Central Africa,Maize,4.7,1.175,8.225,
45165,Warm Temperate,Moist,Central Africa,Sugarcane,4.7,1.175,8.225,
45166,Warm Temperate,Moist,Central Africa,Wheat,4.7,1.175,8.225,
45167,Warm Temperate,Moist,Central Africa,Beans & Pulses,4.7,1.175,8.225,
45168,Warm Temperate,Moist,Central Africa,Tubers,4.7,1.175,8.225,
45169,Warm Temperate,Moist,Central Africa,Root Crops,4.7,1.175,8.225,
45170,Warm Temperate,Moist,Central Africa,Barley,4.7,1.175,8.225,
45171,Warm Temperate,Moist,Central Africa,Oats,4.7,1.175,8.225,
45172,Warm Temperate,Moist,Central Africa,Millet,4.7,1.175,8.225,
45173,Warm Temperate,Moist,Central Africa,Sorghum,4.7,1.175,8.225,
45174,Warm Temperate,Moist,Central Africa,Rye,4.7,1.175,8.225,
45175,Warm Temperate,Moist,Central Africa,Soybeans,4.7,1.175,8.225,
45176,Warm Temperate,Moist,Central Africa,Dry Bean,4.7,1.175,8.225,
45177,Warm Temperate,Moist,Central Africa,Potatoes,4.7,1.175,8.225,
45178,Warm Temperate,Moist,Central Africa,Peanuts,4.7,1.175,8.225,
45179,Warm Temperate,Moist,Central Africa,Vegetables,4.7,1.175,8.225,
45180,Warm Temperate,Moist,Central Africa,Oilseeds,4.7,1.175,8.225,
45181,Warm Temperate,Moist,Central Africa,Groundnuts,4.7,1.175,8.225,
45182,Warm Temperate,Moist,Central Africa,Annual Cropland,4.7,1.175,8.225,
45183,Warm Temperate,Moist,Central Africa,Set Aside,4.7,1.175,8.225,
45184,Warm Temperate,Moist,Central Africa,Flooded Rice,4.7,1.175,8.225,
45185,Warm Temperate,Moist,Central Africa,Grassland,6.345,1.58625,11.10375,
45186,Warm Temperate,Moist,Central Africa,Other Land (Non-Vegetated),0,#N/A,#N/A,
45187,Warm Temperate,Moist,Central Africa,Settlement,0,#N/A,#N/A,
45188,Warm Temperate,Moist,Central Africa,Agroforestry - Default,20.6,5.15,36.05,
45189,Warm Temperate,Moist,Central Africa,Hedgerow,13.1,9.301,16.899,
45190,Warm Temperate,Moist,Central Africa,Silvoarable,13.7,3.425,23.975,
45191,Warm Temperate,Moist,Central Africa,Silvopasture,35,8.75,61.25,
45192,Warm Temperate,Moist,Central Africa,Other Land,1,#N/A,#N/A,
45193,Warm Temperate,Moist,Central Africa,Olive,6.9,1.725,12.075,
45194,Warm Temperate,Moist,Central Africa,Orchard,6.4,1.6,11.2,
45195,Warm Temperate,Moist,Central Africa,Short Rotation Coppice,6.35,1.5875,11.1125,
45196,Warm Temperate,Moist,Central Africa,Tea,18.3,4.575,32.025,
45197,Warm Temperate,Moist,Central Africa,Vine,2.8,2.1,3.5,
45198,Warm Temperate,Moist,Northern Africa,Grains,4.7,1.175,8.225,
45199,Warm Temperate,Moist,Northern Africa,Maize,4.7,1.175,8.225,
45200,Warm Temperate,Moist,Northern Africa,Sugarcane,4.7,1.175,8.225,
45201,Warm Temperate,Moist,Northern Africa,Wheat,4.7,1.175,8.225,
45202,Warm Temperate,Moist,Northern Africa,Beans & Pulses,4.7,1.175,8.225,
45203,Warm Temperate,Moist,Northern Africa,Tubers,4.7,1.175,8.225,
45204,Warm Temperate,Moist,Northern Africa,Root Crops,4.7,1.175,8.225,
45205,Warm Temperate,Moist,Northern Africa,Barley,4.7,1.175,8.225,
45206,Warm Temperate,Moist,Northern Africa,Oats,4.7,1.175,8.225,
45207,Warm Temperate,Moist,Northern Africa,Millet,4.7,1.175,8.225,
45208,Warm Temperate,Moist,Northern Africa,Sorghum,4.7,1.175,8.225,
45209,Warm Temperate,Moist,Northern Africa,Rye,4.7,1.175,8.225,
45210,Warm Temperate,Moist,Northern Africa,Soybeans,4.7,1.175,8.225,
45211,Warm Temperate,Moist,Northern Africa,Dry Bean,4.7,1.175,8.225,
45212,Warm Temperate,Moist,Northern Africa,Potatoes,4.7,1.175,8.225,
45213,Warm Temperate,Moist,Northern Africa,Peanuts,4.7,1.175,8.225,
45214,Warm Temperate,Moist,Northern Africa,Vegetables,4.7,1.175,8.225,
45215,Warm Temperate,Moist,Northern Africa,Oilseeds,4.7,1.175,8.225,
45216,Warm Temperate,Moist,Northern Africa,Groundnuts,4.7,1.175,8.225,
45217,Warm Temperate,Moist,Northern Africa,Annual Cropland,4.7,1.175,8.225,
45218,Warm Temperate,Moist,Northern Africa,Set Aside,4.7,1.175,8.225,
45219,Warm Temperate,Moist,Northern Africa,Flooded Rice,4.7,1.175,8.225,
45220,Warm Temperate,Moist,Northern Africa,Grassland,6.345,1.58625,11.10375,
45221,Warm Temperate,Moist,Northern Africa,Other Land (Non-Vegetated),0,#N/A,#N/A,
45222,Warm Temperate,Moist,Northern Africa,Settlement,0,#N/A,#N/A,
45223,Warm Temperate,Moist,Northern Africa,Agroforestry - Default,20.6,5.15,36.05,
45224,Warm Temperate,Moist,Northern Africa,Hedgerow,13.1,9.301,16.899,
45225,Warm Temperate,Moist,Northern Africa,Silvoarable,13.7,3.425,23.975,
45226,Warm Temperate,Moist,Northern Africa,Silvopasture,35,8.75,61.25,
45227,Warm Temperate,Moist,Northern Africa,Other Land,1,#N/A,#N/A,
45228,Warm Temperate,Moist,Northern Africa,Olive,6.9,1.725,12.075,
45229,Warm Temperate,Moist,Northern Africa,Orchard,6.4,1.6,11.2,
45230,Warm Temperate,Moist,Northern Africa,Short Rotation Coppice,6.35,1.5875,11.1125,
45231,Warm Temperate,Moist,Northern Africa,Tea,18.3,4.575,32.025,
45232,Warm Temperate,Moist,Northern Africa,Vine,2.8,2.1,3.5,
45233,Warm Temperate,Moist,Southern Africa,Grains,4.7,1.175,8.225,
45234,Warm Temperate,Moist,Southern Africa,Maize,4.7,1.175,8.225,
45235,Warm Temperate,Moist,Southern Africa,Sugarcane,4.7,1.175,8.225,
45236,Warm Temperate,Moist,Southern Africa,Wheat,4.7,1.175,8.225,
45237,Warm Temperate,Moist,Southern Africa,Beans & Pulses,4.7,1.175,8.225,
45238,Warm Temperate,Moist,Southern Africa,Tubers,4.7,1.175,8.225,
45239,Warm Temperate,Moist,Southern Africa,Root Crops,4.7,1.175,8.225,
45240,Warm Temperate,Moist,Southern Africa,Barley,4.7,1.175,8.225,
45241,Warm Temperate,Moist,Southern Africa,Oats,4.7,1.175,8.225,
45242,Warm Temperate,Moist,Southern Africa,Millet,4.7,1.175,8.225,
45243,Warm Temperate,Moist,Southern Africa,Sorghum,4.7,1.175,8.225,
45244,Warm Temperate,Moist,Southern Africa,Rye,4.7,1.175,8.225,
45245,Warm Temperate,Moist,Southern Africa,Soybeans,4.7,1.175,8.225,
45246,Warm Temperate,Moist,Southern Africa,Dry Bean,4.7,1.175,8.225,
45247,Warm Temperate,Moist,Southern Africa,Potatoes,4.7,1.175,8.225,
45248,Warm Temperate,Moist,Southern Africa,Peanuts,4.7,1.175,8.225,
45249,Warm Temperate,Moist,Southern Africa,Vegetables,4.7,1.175,8.225,
45250,Warm Temperate,Moist,Southern Africa,Oilseeds,4.7,1.175,8.225,
45251,Warm Temperate,Moist,Southern Africa,Groundnuts,4.7,1.175,8.225,
45252,Warm Temperate,Moist,Southern Africa,Annual Cropland,4.7,1.175,8.225,
45253,Warm Temperate,Moist,Southern Africa,Set Aside,4.7,1.175,8.225,
45254,Warm Temperate,Moist,Southern Africa,Flooded Rice,4.7,1.175,8.225,
45255,Warm Temperate,Moist,Southern Africa,Grassland,6.345,1.58625,11.10375,
45256,Warm Temperate,Moist,Southern Africa,Other Land (Non-Vegetated),0,#N/A,#N/A,
45257,Warm Temperate,Moist,Southern Africa,Settlement,0,#N/A,#N/A,
45258,Warm Temperate,Moist,Southern Africa,Agroforestry - Default,20.6,5.15,36.05,
45259,Warm Temperate,Moist,Southern Africa,Hedgerow,13.1,9.301,16.899,
45260,Warm Temperate,Moist,Southern Africa,Silvoarable,13.7,3.425,23.975,
45261,Warm Temperate,Moist,Southern Africa,Silvopasture,35,8.75,61.25,
45262,Warm Temperate,Moist,Southern Africa,Other Land,1,#N/A,#N/A,
45263,Warm Temperate,Moist,Southern Africa,Olive,6.9,1.725,12.075,
45264,Warm Temperate,Moist,Southern Africa,Orchard,6.4,1.6,11.2,
45265,Warm Temperate,Moist,Southern Africa,Short Rotation Coppice,6.35,1.5875,11.1125,
45266,Warm Temperate,Moist,Southern Africa,Tea,18.3,4.575,32.025,
45267,Warm Temperate,Moist,Southern Africa,Vine,2.8,2.1,3.5,
45268,Warm Temperate,Moist,Western Africa,Grains,4.7,1.175,8.225,
45269,Warm Temperate,Moist,Western Africa,Maize,4.7,1.175,8.225,
45270,Warm Temperate,Moist,Western Africa,Sugarcane,4.7,1.175,8.225,
45271,Warm Temperate,Moist,Western Africa,Wheat,4.7,1.175,8.225,
45272,Warm Temperate,Moist,Western Africa,Beans & Pulses,4.7,1.175,8.225,
45273,Warm Temperate,Moist,Western Africa,Tubers,4.7,1.175,8.225,
45274,Warm Temperate,Moist,Western Africa,Root Crops,4.7,1.175,8.225,
45275,Warm Temperate,Moist,Western Africa,Barley,4.7,1.175,8.225,
45276,Warm Temperate,Moist,Western Africa,Oats,4.7,1.175,8.225,
45277,Warm Temperate,Moist,Western Africa,Millet,4.7,1.175,8.225,
45278,Warm Temperate,Moist,Western Africa,Sorghum,4.7,1.175,8.225,
45279,Warm Temperate,Moist,Western Africa,Rye,4.7,1.175,8.225,
45280,Warm Temperate,Moist,Western Africa,Soybeans,4.7,1.175,8.225,
45281,Warm Temperate,Moist,Western Africa,Dry Bean,4.7,1.175,8.225,
45282,Warm Temperate,Moist,Western Africa,Potatoes,4.7,1.175,8.225,
45283,Warm Temperate,Moist,Western Africa,Peanuts,4.7,1.175,8.225,
45284,Warm Temperate,Moist,Western Africa,Vegetables,4.7,1.175,8.225,
45285,Warm Temperate,Moist,Western Africa,Oilseeds,4.7,1.175,8.225,
45286,Warm Temperate,Moist,Western Africa,Groundnuts,4.7,1.175,8.225,
45287,Warm Temperate,Moist,Western Africa,Annual Cropland,4.7,1.175,8.225,
45288,Warm Temperate,Moist,Western Africa,Set Aside,4.7,1.175,8.225,
45289,Warm Temperate,Moist,Western Africa,Flooded Rice,4.7,1.175,8.225,
45290,Warm Temperate,Moist,Western Africa,Grassland,6.345,1.58625,11.10375,
45291,Warm Temperate,Moist,Western Africa,Other Land (Non-Vegetated),0,#N/A,#N/A,
45292,Warm Temperate,Moist,Western Africa,Settlement,0,#N/A,#N/A,
45293,Warm Temperate,Moist,Western Africa,Agroforestry - Default,20.6,5.15,36.05,
45294,Warm Temperate,Moist,Western Africa,Hedgerow,13.1,9.301,16.899,
45295,Warm Temperate,Moist,Western Africa,Silvoarable,13.7,3.425,23.975,
45296,Warm Temperate,Moist,Western Africa,Silvopasture,35,8.75,61.25,
45297,Warm Temperate,Moist,Western Africa,Other Land,1,#N/A,#N/A,
45298,Warm Temperate,Moist,Western Africa,Olive,6.9,1.725,12.075,
45299,Warm Temperate,Moist,Western Africa,Orchard,6.4,1.6,11.2,
45300,Warm Temperate,Moist,Western Africa,Short Rotation Coppice,6.35,1.5875,11.1125,
45301,Warm Temperate,Moist,Western Africa,Tea,18.3,4.575,32.025,
45302,Warm Temperate,Moist,Western Africa,Vine,2.8,2.1,3.5,
45303,Warm Temperate,Moist,Central Asia,Grains,4.7,1.175,8.225,
45304,Warm Temperate,Moist,Central Asia,Maize,4.7,1.175,8.225,
45305,Warm Temperate,Moist,Central Asia,Sugarcane,4.7,1.175,8.225,
45306,Warm Temperate,Moist,Central Asia,Wheat,4.7,1.175,8.225,
45307,Warm Temperate,Moist,Central Asia,Beans & Pulses,4.7,1.175,8.225,
45308,Warm Temperate,Moist,Central Asia,Tubers,4.7,1.175,8.225,
45309,Warm Temperate,Moist,Central Asia,Root Crops,4.7,1.175,8.225,
45310,Warm Temperate,Moist,Central Asia,Barley,4.7,1.175,8.225,
45311,Warm Temperate,Moist,Central Asia,Oats,4.7,1.175,8.225,
45312,Warm Temperate,Moist,Central Asia,Millet,4.7,1.175,8.225,
45313,Warm Temperate,Moist,Central Asia,Sorghum,4.7,1.175,8.225,
45314,Warm Temperate,Moist,Central Asia,Rye,4.7,1.175,8.225,
45315,Warm Temperate,Moist,Central Asia,Soybeans,4.7,1.175,8.225,
45316,Warm Temperate,Moist,Central Asia,Dry Bean,4.7,1.175,8.225,
45317,Warm Temperate,Moist,Central Asia,Potatoes,4.7,1.175,8.225,
45318,Warm Temperate,Moist,Central Asia,Peanuts,4.7,1.175,8.225,
45319,Warm Temperate,Moist,Central Asia,Vegetables,4.7,1.175,8.225,
45320,Warm Temperate,Moist,Central Asia,Oilseeds,4.7,1.175,8.225,
45321,Warm Temperate,Moist,Central Asia,Groundnuts,4.7,1.175,8.225,
45322,Warm Temperate,Moist,Central Asia,Annual Cropland,4.7,1.175,8.225,
45323,Warm Temperate,Moist,Central Asia,Set Aside,4.7,1.175,8.225,
45324,Warm Temperate,Moist,Central Asia,Flooded Rice,4.7,1.175,8.225,
45325,Warm Temperate,Moist,Central Asia,Grassland,6.345,1.58625,11.10375,
45326,Warm Temperate,Moist,Central Asia,Other Land (Non-Vegetated),0,#N/A,#N/A,
45327,Warm Temperate,Moist,Central Asia,Settlement,0,#N/A,#N/A,
45328,Warm Temperate,Moist,Central Asia,Agroforestry - Default,20.6,5.15,36.05,
45329,Warm Temperate,Moist,Central Asia,Hedgerow,13.1,9.301,16.899,
45330,Warm Temperate,Moist,Central Asia,Silvoarable,13.7,3.425,23.975,
45331,Warm Temperate,Moist,Central Asia,Silvopasture,35,8.75,61.25,
45332,Warm Temperate,Moist,Central Asia,Other Land,1,#N/A,#N/A,
45333,Warm Temperate,Moist,Central Asia,Olive,6.9,1.725,12.075,
45334,Warm Temperate,Moist,Central Asia,Orchard,6.4,1.6,11.2,
45335,Warm Temperate,Moist,Central Asia,Short Rotation Coppice,6.35,1.5875,11.1125,
45336,Warm Temperate,Moist,Central Asia,Tea,18.3,4.575,32.025,
45337,Warm Temperate,Moist,Central Asia,Vine,2.8,2.1,3.5,
45338,Warm Temperate,Moist,Eastern Asia,Grains,4.7,1.175,8.225,
45339,Warm Temperate,Moist,Eastern Asia,Maize,4.7,1.175,8.225,
45340,Warm Temperate,Moist,Eastern Asia,Sugarcane,4.7,1.175,8.225,
45341,Warm Temperate,Moist,Eastern Asia,Wheat,4.7,1.175,8.225,
45342,Warm Temperate,Moist,Eastern Asia,Beans & Pulses,4.7,1.175,8.225,
45343,Warm Temperate,Moist,Eastern Asia,Tubers,4.7,1.175,8.225,
45344,Warm Temperate,Moist,Eastern Asia,Root Crops,4.7,1.175,8.225,
45345,Warm Temperate,Moist,Eastern Asia,Barley,4.7,1.175,8.225,
45346,Warm Temperate,Moist,Eastern Asia,Oats,4.7,1.175,8.225,
45347,Warm Temperate,Moist,Eastern Asia,Millet,4.7,1.175,8.225,
45348,Warm Temperate,Moist,Eastern Asia,Sorghum,4.7,1.175,8.225,
45349,Warm Temperate,Moist,Eastern Asia,Rye,4.7,1.175,8.225,
45350,Warm Temperate,Moist,Eastern Asia,Soybeans,4.7,1.175,8.225,
45351,Warm Temperate,Moist,Eastern Asia,Dry Bean,4.7,1.175,8.225,
45352,Warm Temperate,Moist,Eastern Asia,Potatoes,4.7,1.175,8.225,
45353,Warm Temperate,Moist,Eastern Asia,Peanuts,4.7,1.175,8.225,
45354,Warm Temperate,Moist,Eastern Asia,Vegetables,4.7,1.175,8.225,
45355,Warm Temperate,Moist,Eastern Asia,Oilseeds,4.7,1.175,8.225,
45356,Warm Temperate,Moist,Eastern Asia,Groundnuts,4.7,1.175,8.225,
45357,Warm Temperate,Moist,Eastern Asia,Annual Cropland,4.7,1.175,8.225,
45358,Warm Temperate,Moist,Eastern Asia,Set Aside,4.7,1.175,8.225,
45359,Warm Temperate,Moist,Eastern Asia,Flooded Rice,4.7,1.175,8.225,
45360,Warm Temperate,Moist,Eastern Asia,Grassland,6.345,1.58625,11.10375,
45361,Warm Temperate,Moist,Eastern Asia,Other Land (Non-Vegetated),0,#N/A,#N/A,
45362,Warm Temperate,Moist,Eastern Asia,Settlement,0,#N/A,#N/A,
45363,Warm Temperate,Moist,Eastern Asia,Agroforestry - Default,20.6,5.15,36.05,
45364,Warm Temperate,Moist,Eastern Asia,Hedgerow,13.1,9.301,16.899,
45365,Warm Temperate,Moist,Eastern Asia,Silvoarable,13.7,3.425,23.975,
45366,Warm Temperate,Moist,Eastern Asia,Silvopasture,35,8.75,61.25,
45367,Warm Temperate,Moist,Eastern Asia,Other Land,1,#N/A,#N/A,
45368,Warm Temperate,Moist,Eastern Asia,Olive,6.9,1.725,12.075,
45369,Warm Temperate,Moist,Eastern Asia,Orchard,6.4,1.6,11.2,
45370,Warm Temperate,Moist,Eastern Asia,Short Rotation Coppice,6.35,1.5875,11.1125,
45371,Warm Temperate,Moist,Eastern Asia,Tea,18.3,4.575,32.025,
45372,Warm Temperate,Moist,Eastern Asia,Vine,2.8,2.1,3.5,
45373,Warm Temperate,Moist,South-Eastern Asia,Grains,4.7,1.175,8.225,
45374,Warm Temperate,Moist,South-Eastern Asia,Maize,4.7,1.175,8.225,
45375,Warm Temperate,Moist,South-Eastern Asia,Sugarcane,4.7,1.175,8.225,
45376,Warm Temperate,Moist,South-Eastern Asia,Wheat,4.7,1.175,8.225,
45377,Warm Temperate,Moist,South-Eastern Asia,Beans & Pulses,4.7,1.175,8.225,
45378,Warm Temperate,Moist,South-Eastern Asia,Tubers,4.7,1.175,8.225,
45379,Warm Temperate,Moist,South-Eastern Asia,Root Crops,4.7,1.175,8.225,
45380,Warm Temperate,Moist,South-Eastern Asia,Barley,4.7,1.175,8.225,
45381,Warm Temperate,Moist,South-Eastern Asia,Oats,4.7,1.175,8.225,
45382,Warm Temperate,Moist,South-Eastern Asia,Millet,4.7,1.175,8.225,
45383,Warm Temperate,Moist,South-Eastern Asia,Sorghum,4.7,1.175,8.225,
45384,Warm Temperate,Moist,South-Eastern Asia,Rye,4.7,1.175,8.225,
45385,Warm Temperate,Moist,South-Eastern Asia,Soybeans,4.7,1.175,8.225,
45386,Warm Temperate,Moist,South-Eastern Asia,Dry Bean,4.7,1.175,8.225,
45387,Warm Temperate,Moist,South-Eastern Asia,Potatoes,4.7,1.175,8.225,
45388,Warm Temperate,Moist,South-Eastern Asia,Peanuts,4.7,1.175,8.225,
45389,Warm Temperate,Moist,South-Eastern Asia,Vegetables,4.7,1.175,8.225,
45390,Warm Temperate,Moist,South-Eastern Asia,Oilseeds,4.7,1.175,8.225,
45391,Warm Temperate,Moist,South-Eastern Asia,Groundnuts,4.7,1.175,8.225,
45392,Warm Temperate,Moist,South-Eastern Asia,Annual Cropland,4.7,1.175,8.225,
45393,Warm Temperate,Moist,South-Eastern Asia,Set Aside,4.7,1.175,8.225,
45394,Warm Temperate,Moist,South-Eastern Asia,Flooded Rice,4.7,1.175,8.225,
45395,Warm Temperate,Moist,South-Eastern Asia,Grassland,6.345,1.58625,11.10375,
45396,Warm Temperate,Moist,South-Eastern Asia,Other Land (Non-Vegetated),0,#N/A,#N/A,
45397,Warm Temperate,Moist,South-Eastern Asia,Settlement,0,#N/A,#N/A,
45398,Warm Temperate,Moist,South-Eastern Asia,Agroforestry - Default,20.6,5.15,36.05,
45399,Warm Temperate,Moist,South-Eastern Asia,Hedgerow,13.1,9.301,16.899,
45400,Warm Temperate,Moist,South-Eastern Asia,Silvoarable,13.7,3.425,23.975,
45401,Warm Temperate,Moist,South-Eastern Asia,Silvopasture,35,8.75,61.25,
45402,Warm Temperate,Moist,South-Eastern Asia,Other Land,1,#N/A,#N/A,
