id,summary,climate,moisture,continent,land_use_type,value (original),totalbiomass,totalbiomass_min,totalbiomass_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, tables 5.1, 5.2, 5.3, 5.9, and Source: 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2006), Volume 4 AFOLU, table 6.4.",,,
,Cool Temperate | Dry | Eastern Africa | Grains,Cool Temperate,Dry,Eastern Africa,Grains,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Africa | Grassland,Warm Temperate,Dry,Central Africa,Grassland,2.867,2.867,0.71675,5.01725,,,,
,Warm Temperate | Dry | Central Africa | Other Land (Non-Vegetated),Warm Temperate,Dry,Central Africa,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Central Africa | Settlement,Warm Temperate,Dry,Central Africa,Settlement,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Central Africa | Agroforestry - Default,Warm Temperate,Dry,Central Africa,Agroforestry - Default,1.756666667,1.756666667,1.016866667,2.496466667,,,,
,Warm Temperate | Dry | Central Africa | Hedgerow,Warm Temperate,Dry,Central Africa,Hedgerow,1.1,1.1,0.6737,1.5263,,,,
,Warm Temperate | Dry | Central Africa | Silvoarable,Warm Temperate,Dry,Central Africa,Silvoarable,1.14,1.14,0.6486,1.6314,,,,
,Warm Temperate | Dry | Central Africa | Silvopasture,Warm Temperate,Dry,Central Africa,Silvopasture,3.03,3.03,1.8184,4.2416,,,,
,Warm Temperate | Dry | Central Africa | Other Land,Warm Temperate,Dry,Central Africa,Other Land,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Central Africa | Olive,Warm Temperate,Dry,Central Africa,Olive,0.46,0.46,0.3358,0.5842,,,,
,Warm Temperate | Dry | Central Africa | Orchard,Warm Temperate,Dry,Central Africa,Orchard,0.43,0.43,0.2322,0.6278,,,,
,Warm Temperate | Dry | Central Africa | Short Rotation Coppice,Warm Temperate,Dry,Central Africa,Short Rotation Coppice,3.2,3.2,1.92,4.48,,,,
,Warm Temperate | Dry | Central Africa | Tea,Warm Temperate,Dry,Central Africa,Tea,0.7,0.7,0.525,0.875,,,,
,Warm Temperate | Dry | Central Africa | Vine,Warm Temperate,Dry,Central Africa,Vine,0.28,0.28,0.2072,0.3528,,,,
,Warm Temperate | Dry | Central Africa | Oil Palm,Warm Temperate,Dry,Central Africa,Oil Palm,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Central Africa | Rubber,Warm Temperate,Dry,Central Africa,Rubber,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Northern Africa | Grains,Warm Temperate,Dry,Northern Africa,Grains,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Maize,Warm Temperate,Dry,Northern Africa,Maize,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Sugarcane,Warm Temperate,Dry,Northern Africa,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Wheat,Warm Temperate,Dry,Northern Africa,Wheat,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Beans & Pulses,Warm Temperate,Dry,Northern Africa,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Tubers,Warm Temperate,Dry,Northern Africa,Tubers,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Root Crops,Warm Temperate,Dry,Northern Africa,Root Crops,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Barley,Warm Temperate,Dry,Northern Africa,Barley,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Oats,Warm Temperate,Dry,Northern Africa,Oats,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Millet,Warm Temperate,Dry,Northern Africa,Millet,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Sorghum,Warm Temperate,Dry,Northern Africa,Sorghum,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Rye,Warm Temperate,Dry,Northern Africa,Rye,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Soybeans,Warm Temperate,Dry,Northern Africa,Soybeans,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Dry Bean,Warm Temperate,Dry,Northern Africa,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Potatoes,Warm Temperate,Dry,Northern Africa,Potatoes,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Peanuts,Warm Temperate,Dry,Northern Africa,Peanuts,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Vegetables,Warm Temperate,Dry,Northern Africa,Vegetables,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Oilseeds,Warm Temperate,Dry,Northern Africa,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Groundnuts,Warm Temperate,Dry,Northern Africa,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Annual Cropland,Warm Temperate,Dry,Northern Africa,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Set Aside,Warm Temperate,Dry,Northern Africa,Set Aside,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Flooded Rice,Warm Temperate,Dry,Northern Africa,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Northern Africa | Grassland,Warm Temperate,Dry,Northern Africa,Grassland,2.867,2.867,0.71675,5.01725,,,,
,Warm Temperate | Dry | Northern Africa | Other Land (Non-Vegetated),Warm Temperate,Dry,Northern Africa,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Northern Africa | Settlement,Warm Temperate,Dry,Northern Africa,Settlement,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Northern Africa | Agroforestry - Default,Warm Temperate,Dry,Northern Africa,Agroforestry - Default,1.756666667,1.756666667,1.016866667,2.496466667,,,,
,Warm Temperate | Dry | Northern Africa | Hedgerow,Warm Temperate,Dry,Northern Africa,Hedgerow,1.1,1.1,0.6737,1.5263,,,,
,Warm Temperate | Dry | Northern Africa | Silvoarable,Warm Temperate,Dry,Northern Africa,Silvoarable,1.14,1.14,0.6486,1.6314,,,,
,Warm Temperate | Dry | Northern Africa | Silvopasture,Warm Temperate,Dry,Northern Africa,Silvopasture,3.03,3.03,1.8184,4.2416,,,,
,Warm Temperate | Dry | Northern Africa | Other Land,Warm Temperate,Dry,Northern Africa,Other Land,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Northern Africa | Olive,Warm Temperate,Dry,Northern Africa,Olive,0.46,0.46,0.3358,0.5842,,,,
,Warm Temperate | Dry | Northern Africa | Orchard,Warm Temperate,Dry,Northern Africa,Orchard,0.43,0.43,0.2322,0.6278,,,,
,Warm Temperate | Dry | Northern Africa | Short Rotation Coppice,Warm Temperate,Dry,Northern Africa,Short Rotation Coppice,3.2,3.2,1.92,4.48,,,,
,Warm Temperate | Dry | Northern Africa | Tea,Warm Temperate,Dry,Northern Africa,Tea,0.7,0.7,0.525,0.875,,,,
,Warm Temperate | Dry | Northern Africa | Vine,Warm Temperate,Dry,Northern Africa,Vine,0.28,0.28,0.2072,0.3528,,,,
,Warm Temperate | Dry | Northern Africa | Oil Palm,Warm Temperate,Dry,Northern Africa,Oil Palm,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Northern Africa | Rubber,Warm Temperate,Dry,Northern Africa,Rubber,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Southern Africa | Grains,Warm Temperate,Dry,Southern Africa,Grains,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Maize,Warm Temperate,Dry,Southern Africa,Maize,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Sugarcane,Warm Temperate,Dry,Southern Africa,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Wheat,Warm Temperate,Dry,Southern Africa,Wheat,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Beans & Pulses,Warm Temperate,Dry,Southern Africa,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Tubers,Warm Temperate,Dry,Southern Africa,Tubers,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Root Crops,Warm Temperate,Dry,Southern Africa,Root Crops,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Barley,Warm Temperate,Dry,Southern Africa,Barley,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Oats,Warm Temperate,Dry,Southern Africa,Oats,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Millet,Warm Temperate,Dry,Southern Africa,Millet,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Sorghum,Warm Temperate,Dry,Southern Africa,Sorghum,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Rye,Warm Temperate,Dry,Southern Africa,Rye,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Soybeans,Warm Temperate,Dry,Southern Africa,Soybeans,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Dry Bean,Warm Temperate,Dry,Southern Africa,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Potatoes,Warm Temperate,Dry,Southern Africa,Potatoes,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Peanuts,Warm Temperate,Dry,Southern Africa,Peanuts,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Vegetables,Warm Temperate,Dry,Southern Africa,Vegetables,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Oilseeds,Warm Temperate,Dry,Southern Africa,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Groundnuts,Warm Temperate,Dry,Southern Africa,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Annual Cropland,Warm Temperate,Dry,Southern Africa,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Set Aside,Warm Temperate,Dry,Southern Africa,Set Aside,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Flooded Rice,Warm Temperate,Dry,Southern Africa,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Southern Africa | Grassland,Warm Temperate,Dry,Southern Africa,Grassland,2.867,2.867,0.71675,5.01725,,,,
,Warm Temperate | Dry | Southern Africa | Other Land (Non-Vegetated),Warm Temperate,Dry,Southern Africa,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Southern Africa | Settlement,Warm Temperate,Dry,Southern Africa,Settlement,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Southern Africa | Agroforestry - Default,Warm Temperate,Dry,Southern Africa,Agroforestry - Default,1.756666667,1.756666667,1.016866667,2.496466667,,,,
,Warm Temperate | Dry | Southern Africa | Hedgerow,Warm Temperate,Dry,Southern Africa,Hedgerow,1.1,1.1,0.6737,1.5263,,,,
,Warm Temperate | Dry | Southern Africa | Silvoarable,Warm Temperate,Dry,Southern Africa,Silvoarable,1.14,1.14,0.6486,1.6314,,,,
,Warm Temperate | Dry | Southern Africa | Silvopasture,Warm Temperate,Dry,Southern Africa,Silvopasture,3.03,3.03,1.8184,4.2416,,,,
,Warm Temperate | Dry | Southern Africa | Other Land,Warm Temperate,Dry,Southern Africa,Other Land,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Southern Africa | Olive,Warm Temperate,Dry,Southern Africa,Olive,0.46,0.46,0.3358,0.5842,,,,
,Warm Temperate | Dry | Southern Africa | Orchard,Warm Temperate,Dry,Southern Africa,Orchard,0.43,0.43,0.2322,0.6278,,,,
,Warm Temperate | Dry | Southern Africa | Short Rotation Coppice,Warm Temperate,Dry,Southern Africa,Short Rotation Coppice,3.2,3.2,1.92,4.48,,,,
,Warm Temperate | Dry | Southern Africa | Tea,Warm Temperate,Dry,Southern Africa,Tea,0.7,0.7,0.525,0.875,,,,
,Warm Temperate | Dry | Southern Africa | Vine,Warm Temperate,Dry,Southern Africa,Vine,0.28,0.28,0.2072,0.3528,,,,
,Warm Temperate | Dry | Southern Africa | Oil Palm,Warm Temperate,Dry,Southern Africa,Oil Palm,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Southern Africa | Rubber,Warm Temperate,Dry,Southern Africa,Rubber,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Western Africa | Grains,Warm Temperate,Dry,Western Africa,Grains,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Maize,Warm Temperate,Dry,Western Africa,Maize,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Sugarcane,Warm Temperate,Dry,Western Africa,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Wheat,Warm Temperate,Dry,Western Africa,Wheat,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Beans & Pulses,Warm Temperate,Dry,Western Africa,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Tubers,Warm Temperate,Dry,Western Africa,Tubers,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Root Crops,Warm Temperate,Dry,Western Africa,Root Crops,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Barley,Warm Temperate,Dry,Western Africa,Barley,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Oats,Warm Temperate,Dry,Western Africa,Oats,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Millet,Warm Temperate,Dry,Western Africa,Millet,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Sorghum,Warm Temperate,Dry,Western Africa,Sorghum,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Rye,Warm Temperate,Dry,Western Africa,Rye,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Soybeans,Warm Temperate,Dry,Western Africa,Soybeans,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Dry Bean,Warm Temperate,Dry,Western Africa,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Potatoes,Warm Temperate,Dry,Western Africa,Potatoes,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Peanuts,Warm Temperate,Dry,Western Africa,Peanuts,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Vegetables,Warm Temperate,Dry,Western Africa,Vegetables,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Oilseeds,Warm Temperate,Dry,Western Africa,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Groundnuts,Warm Temperate,Dry,Western Africa,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Annual Cropland,Warm Temperate,Dry,Western Africa,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Set Aside,Warm Temperate,Dry,Western Africa,Set Aside,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Flooded Rice,Warm Temperate,Dry,Western Africa,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Western Africa | Grassland,Warm Temperate,Dry,Western Africa,Grassland,2.867,2.867,0.71675,5.01725,,,,
,Warm Temperate | Dry | Western Africa | Other Land (Non-Vegetated),Warm Temperate,Dry,Western Africa,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Western Africa | Settlement,Warm Temperate,Dry,Western Africa,Settlement,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Western Africa | Agroforestry - Default,Warm Temperate,Dry,Western Africa,Agroforestry - Default,1.756666667,1.756666667,1.016866667,2.496466667,,,,
,Warm Temperate | Dry | Western Africa | Hedgerow,Warm Temperate,Dry,Western Africa,Hedgerow,1.1,1.1,0.6737,1.5263,,,,
,Warm Temperate | Dry | Western Africa | Silvoarable,Warm Temperate,Dry,Western Africa,Silvoarable,1.14,1.14,0.6486,1.6314,,,,
,Warm Temperate | Dry | Western Africa | Silvopasture,Warm Temperate,Dry,Western Africa,Silvopasture,3.03,3.03,1.8184,4.2416,,,,
,Warm Temperate | Dry | Western Africa | Other Land,Warm Temperate,Dry,Western Africa,Other Land,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Western Africa | Olive,Warm Temperate,Dry,Western Africa,Olive,0.46,0.46,0.3358,0.5842,,,,
,Warm Temperate | Dry | Western Africa | Orchard,Warm Temperate,Dry,Western Africa,Orchard,0.43,0.43,0.2322,0.6278,,,,
,Warm Temperate | Dry | Western Africa | Short Rotation Coppice,Warm Temperate,Dry,Western Africa,Short Rotation Coppice,3.2,3.2,1.92,4.48,,,,
,Warm Temperate | Dry | Western Africa | Tea,Warm Temperate,Dry,Western Africa,Tea,0.7,0.7,0.525,0.875,,,,
,Warm Temperate | Dry | Western Africa | Vine,Warm Temperate,Dry,Western Africa,Vine,0.28,0.28,0.2072,0.3528,,,,
,Warm Temperate | Dry | Western Africa | Oil Palm,Warm Temperate,Dry,Western Africa,Oil Palm,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Western Africa | Rubber,Warm Temperate,Dry,Western Africa,Rubber,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Central Asia | Grains,Warm Temperate,Dry,Central Asia,Grains,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Maize,Warm Temperate,Dry,Central Asia,Maize,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Sugarcane,Warm Temperate,Dry,Central Asia,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Wheat,Warm Temperate,Dry,Central Asia,Wheat,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Beans & Pulses,Warm Temperate,Dry,Central Asia,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Tubers,Warm Temperate,Dry,Central Asia,Tubers,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Root Crops,Warm Temperate,Dry,Central Asia,Root Crops,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Barley,Warm Temperate,Dry,Central Asia,Barley,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Oats,Warm Temperate,Dry,Central Asia,Oats,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Millet,Warm Temperate,Dry,Central Asia,Millet,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Sorghum,Warm Temperate,Dry,Central Asia,Sorghum,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Rye,Warm Temperate,Dry,Central Asia,Rye,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Soybeans,Warm Temperate,Dry,Central Asia,Soybeans,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Dry Bean,Warm Temperate,Dry,Central Asia,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Potatoes,Warm Temperate,Dry,Central Asia,Potatoes,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Peanuts,Warm Temperate,Dry,Central Asia,Peanuts,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Vegetables,Warm Temperate,Dry,Central Asia,Vegetables,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Oilseeds,Warm Temperate,Dry,Central Asia,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Groundnuts,Warm Temperate,Dry,Central Asia,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Annual Cropland,Warm Temperate,Dry,Central Asia,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Set Aside,Warm Temperate,Dry,Central Asia,Set Aside,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Flooded Rice,Warm Temperate,Dry,Central Asia,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Central Asia | Grassland,Warm Temperate,Dry,Central Asia,Grassland,2.867,2.867,0.71675,5.01725,,,,
,Warm Temperate | Dry | Central Asia | Other Land (Non-Vegetated),Warm Temperate,Dry,Central Asia,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Central Asia | Settlement,Warm Temperate,Dry,Central Asia,Settlement,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Central Asia | Agroforestry - Default,Warm Temperate,Dry,Central Asia,Agroforestry - Default,1.756666667,1.756666667,1.016866667,2.496466667,,,,
,Warm Temperate | Dry | Central Asia | Hedgerow,Warm Temperate,Dry,Central Asia,Hedgerow,1.1,1.1,0.6737,1.5263,,,,
,Warm Temperate | Dry | Central Asia | Silvoarable,Warm Temperate,Dry,Central Asia,Silvoarable,1.14,1.14,0.6486,1.6314,,,,
,Warm Temperate | Dry | Central Asia | Silvopasture,Warm Temperate,Dry,Central Asia,Silvopasture,3.03,3.03,1.8184,4.2416,,,,
,Warm Temperate | Dry | Central Asia | Other Land,Warm Temperate,Dry,Central Asia,Other Land,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Central Asia | Olive,Warm Temperate,Dry,Central Asia,Olive,0.46,0.46,0.3358,0.5842,,,,
,Warm Temperate | Dry | Central Asia | Orchard,Warm Temperate,Dry,Central Asia,Orchard,0.43,0.43,0.2322,0.6278,,,,
,Warm Temperate | Dry | Central Asia | Short Rotation Coppice,Warm Temperate,Dry,Central Asia,Short Rotation Coppice,3.2,3.2,1.92,4.48,,,,
,Warm Temperate | Dry | Central Asia | Tea,Warm Temperate,Dry,Central Asia,Tea,0.7,0.7,0.525,0.875,,,,
,Warm Temperate | Dry | Central Asia | Vine,Warm Temperate,Dry,Central Asia,Vine,0.28,0.28,0.2072,0.3528,,,,
,Warm Temperate | Dry | Central Asia | Oil Palm,Warm Temperate,Dry,Central Asia,Oil Palm,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Central Asia | Rubber,Warm Temperate,Dry,Central Asia,Rubber,0,0,#N/A,#N/A,,,,
,Warm Temperate | Dry | Eastern Asia | Grains,Warm Temperate,Dry,Eastern Asia,Grains,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Eastern Asia | Maize,Warm Temperate,Dry,Eastern Asia,Maize,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Eastern Asia | Sugarcane,Warm Temperate,Dry,Eastern Asia,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Eastern Asia | Wheat,Warm Temperate,Dry,Eastern Asia,Wheat,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Eastern Asia | Beans & Pulses,Warm Temperate,Dry,Eastern Asia,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Eastern Asia | Tubers,Warm Temperate,Dry,Eastern Asia,Tubers,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Eastern Asia | Root Crops,Warm Temperate,Dry,Eastern Asia,Root Crops,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Eastern Asia | Barley,Warm Temperate,Dry,Eastern Asia,Barley,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Eastern Asia | Oats,Warm Temperate,Dry,Eastern Asia,Oats,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Dry | Eastern Asia | Millet,Warm Temperate,Dry,Eastern Asia,Millet,4.7,4.7,1.175,8.225,,,,
