id,livestock_production_type,manure_management_type,livestock_category_type,ipcc_region,value,value_min,value_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, table 10A.6."
16962,Default,Daily Spread,Dairy Buffalo,Russian Federation,1,N/A,N/A,
16963,Default,Digester,Dairy Buffalo,Russian Federation,0,N/A,N/A,
16964,Default,Burned For Fuel,Dairy Buffalo,Russian Federation,0,N/A,N/A,
16965,Default,Pit<1Month,Dairy Buffalo,Russian Federation,0,N/A,N/A,
16967,Default,Poultry Manure,Dairy Buffalo,Russian Federation,0,N/A,N/A,
16968,Default,Deep Bedding,Dairy Buffalo,Russian Federation,0,N/A,N/A,
16969,Default,Composting,Dairy Buffalo,Russian Federation,0,N/A,N/A,
16970,Default,Aerobic Treatment,Dairy Buffalo,Russian Federation,0,N/A,N/A,
16971,Default,Lagoon,Dairy Buffalo,Oceania,0,N/A,N/A,
16972,Default,Liquid/Slurry,Dairy Buffalo,Oceania,0,N/A,N/A,
16973,Default,Solid Storage,Dairy Buffalo,Oceania,0,N/A,N/A,
16974,Default,Dry Lot,Dairy Buffalo,Oceania,0,N/A,N/A,
16975,Default,Pasture/Range/Paddock,Dairy Buffalo,Oceania,0,N/A,N/A,
16976,Default,Daily Spread,Dairy Buffalo,Oceania,0,N/A,N/A,
16977,Default,Digester,Dairy Buffalo,Oceania,0,N/A,N/A,
16978,Default,Burned For Fuel,Dairy Buffalo,Oceania,0,N/A,N/A,
16979,Default,Pit<1Month,Dairy Buffalo,Oceania,0,N/A,N/A,
16981,Default,Poultry Manure,Dairy Buffalo,Oceania,0,N/A,N/A,
16982,Default,Deep Bedding,Dairy Buffalo,Oceania,0,N/A,N/A,
16983,Default,Composting,Dairy Buffalo,Oceania,0,N/A,N/A,
16984,Default,Aerobic Treatment,Dairy Buffalo,Oceania,0,N/A,N/A,
16985,Default,Lagoon,Dairy Buffalo,NENA/Middle East,0,N/A,N/A,
16986,Default,Liquid/Slurry,Dairy Buffalo,NENA/Middle East,0,N/A,N/A,
16987,Default,Solid Storage,Dairy Buffalo,NENA/Middle East,18,N/A,N/A,
16988,Default,Dry Lot,Dairy Buffalo,NENA/Middle East,35,N/A,N/A,
16989,Default,Pasture/Range/Paddock,Dairy Buffalo,NENA/Middle East,46,N/A,N/A,
16990,Default,Daily Spread,Dairy Buffalo,NENA/Middle East,0,N/A,N/A,
16991,Default,Digester,Dairy Buffalo,NENA/Middle East,0,N/A,N/A,
16992,Default,Burned For Fuel,Dairy Buffalo,NENA/Middle East,1,N/A,N/A,
16993,Default,Pit<1Month,Dairy Buffalo,NENA/Middle East,0,N/A,N/A,
16995,Default,Poultry Manure,Dairy Buffalo,NENA/Middle East,0,N/A,N/A,
16996,Default,Deep Bedding,Dairy Buffalo,NENA/Middle East,0,N/A,N/A,
16997,Default,Composting,Dairy Buffalo,NENA/Middle East,0,N/A,N/A,
16998,Default,Aerobic Treatment,Dairy Buffalo,NENA/Middle East,0,N/A,N/A,
16999,Default,Lagoon,Dairy Buffalo,South Asia,0,N/A,N/A,
17000,Default,Liquid/Slurry,Dairy Buffalo,South Asia,0,N/A,N/A,
17001,Default,Solid Storage,Dairy Buffalo,South Asia,1,N/A,N/A,
17002,Default,Dry Lot,Dairy Buffalo,South Asia,41,N/A,N/A,
17003,Default,Pasture/Range/Paddock,Dairy Buffalo,South Asia,38,N/A,N/A,
17004,Default,Daily Spread,Dairy Buffalo,South Asia,0,N/A,N/A,
17005,Default,Digester,Dairy Buffalo,South Asia,0,N/A,N/A,
17006,Default,Burned For Fuel,Dairy Buffalo,South Asia,20,N/A,N/A,
17007,Default,Pit<1Month,Dairy Buffalo,South Asia,0,N/A,N/A,
17009,Default,Poultry Manure,Dairy Buffalo,South Asia,0,N/A,N/A,
17010,Default,Deep Bedding,Dairy Buffalo,South Asia,0,N/A,N/A,
17011,Default,Composting,Dairy Buffalo,South Asia,0,N/A,N/A,
17012,Default,Aerobic Treatment,Dairy Buffalo,South Asia,0,N/A,N/A,
17013,High-Productivity,Lagoon,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17014,High-Productivity,Liquid/Slurry,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17015,High-Productivity,Solid Storage,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17016,High-Productivity,Dry Lot,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17017,High-Productivity,Pasture/Range/Paddock,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17018,High-Productivity,Daily Spread,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17019,High-Productivity,Digester,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17020,High-Productivity,Burned For Fuel,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17021,High-Productivity,Pit<1Month,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17023,High-Productivity,Poultry Manure,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17024,High-Productivity,Deep Bedding,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17025,High-Productivity,Composting,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17026,High-Productivity,Aerobic Treatment,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17027,High-Productivity,Lagoon,Other Buffalo,East Asia And South-East Asia,0,N/A,N/A,
17028,High-Productivity,Liquid/Slurry,Other Buffalo,East Asia And South-East Asia,0,N/A,N/A,
17029,High-Productivity,Solid Storage,Other Buffalo,East Asia And South-East Asia,6,N/A,N/A,
17030,High-Productivity,Dry Lot,Other Buffalo,East Asia And South-East Asia,64,N/A,N/A,
17031,High-Productivity,Pasture/Range/Paddock,Other Buffalo,East Asia And South-East Asia,28,N/A,N/A,
17032,High-Productivity,Daily Spread,Other Buffalo,East Asia And South-East Asia,0,N/A,N/A,
17033,High-Productivity,Digester,Other Buffalo,East Asia And South-East Asia,0,N/A,N/A,
17034,High-Productivity,Burned For Fuel,Other Buffalo,East Asia And South-East Asia,2,N/A,N/A,
17035,High-Productivity,Pit<1Month,Other Buffalo,East Asia And South-East Asia,0,N/A,N/A,
17037,High-Productivity,Poultry Manure,Other Buffalo,East Asia And South-East Asia,0,N/A,N/A,
17038,High-Productivity,Deep Bedding,Other Buffalo,East Asia And South-East Asia,0,N/A,N/A,
17039,High-Productivity,Composting,Other Buffalo,East Asia And South-East Asia,0,N/A,N/A,
17040,High-Productivity,Aerobic Treatment,Other Buffalo,East Asia And South-East Asia,0,N/A,N/A,
17041,High-Productivity,Lagoon,Other Buffalo,North America,0,N/A,N/A,
17042,High-Productivity,Liquid/Slurry,Other Buffalo,North America,0,N/A,N/A,
17043,High-Productivity,Solid Storage,Other Buffalo,North America,0,N/A,N/A,
17044,High-Productivity,Dry Lot,Other Buffalo,North America,0,N/A,N/A,
17045,High-Productivity,Pasture/Range/Paddock,Other Buffalo,North America,0,N/A,N/A,
17046,High-Productivity,Daily Spread,Other Buffalo,North America,0,N/A,N/A,
17047,High-Productivity,Digester,Other Buffalo,North America,0,N/A,N/A,
17048,High-Productivity,Burned For Fuel,Other Buffalo,North America,0,N/A,N/A,
17049,High-Productivity,Pit<1Month,Other Buffalo,North America,0,N/A,N/A,
17051,High-Productivity,Poultry Manure,Other Buffalo,North America,0,N/A,N/A,
17052,High-Productivity,Deep Bedding,Other Buffalo,North America,0,N/A,N/A,
17053,High-Productivity,Composting,Other Buffalo,North America,0,N/A,N/A,
17054,High-Productivity,Aerobic Treatment,Other Buffalo,North America,0,N/A,N/A,
17055,High-Productivity,Lagoon,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17056,High-Productivity,Liquid/Slurry,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17057,High-Productivity,Solid Storage,Other Buffalo,Latin America And The Caribbean,2,N/A,N/A,
17058,High-Productivity,Dry Lot,Other Buffalo,Latin America And The Caribbean,5,N/A,N/A,
17059,High-Productivity,Pasture/Range/Paddock,Other Buffalo,Latin America And The Caribbean,93,N/A,N/A,
17060,High-Productivity,Daily Spread,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17061,High-Productivity,Digester,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17062,High-Productivity,Burned For Fuel,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17063,High-Productivity,Pit<1Month,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17065,High-Productivity,Poultry Manure,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17066,High-Productivity,Deep Bedding,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17067,High-Productivity,Composting,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17068,High-Productivity,Aerobic Treatment,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17069,High-Productivity,Lagoon,Other Buffalo,Western Europe,0,N/A,N/A,
17070,High-Productivity,Liquid/Slurry,Other Buffalo,Western Europe,0,N/A,N/A,
17071,High-Productivity,Solid Storage,Other Buffalo,Western Europe,0,N/A,N/A,
17072,High-Productivity,Dry Lot,Other Buffalo,Western Europe,0,N/A,N/A,
17073,High-Productivity,Pasture/Range/Paddock,Other Buffalo,Western Europe,0,N/A,N/A,
17074,High-Productivity,Daily Spread,Other Buffalo,Western Europe,0,N/A,N/A,
17075,High-Productivity,Digester,Other Buffalo,Western Europe,0,N/A,N/A,
17076,High-Productivity,Burned For Fuel,Other Buffalo,Western Europe,0,N/A,N/A,
17077,High-Productivity,Pit<1Month,Other Buffalo,Western Europe,0,N/A,N/A,
17079,High-Productivity,Poultry Manure,Other Buffalo,Western Europe,0,N/A,N/A,
17080,High-Productivity,Deep Bedding,Other Buffalo,Western Europe,0,N/A,N/A,
17081,High-Productivity,Composting,Other Buffalo,Western Europe,0,N/A,N/A,
17082,High-Productivity,Aerobic Treatment,Other Buffalo,Western Europe,0,N/A,N/A,
17083,High-Productivity,Lagoon,Other Buffalo,Eastern Europe,0,N/A,N/A,
17084,High-Productivity,Liquid/Slurry,Other Buffalo,Eastern Europe,9,N/A,N/A,
17085,High-Productivity,Solid Storage,Other Buffalo,Eastern Europe,64,N/A,N/A,
17086,High-Productivity,Dry Lot,Other Buffalo,Eastern Europe,0,N/A,N/A,
17087,High-Productivity,Pasture/Range/Paddock,Other Buffalo,Eastern Europe,27,N/A,N/A,
17088,High-Productivity,Daily Spread,Other Buffalo,Eastern Europe,0,N/A,N/A,
17089,High-Productivity,Digester,Other Buffalo,Eastern Europe,0,N/A,N/A,
17090,High-Productivity,Burned For Fuel,Other Buffalo,Eastern Europe,0,N/A,N/A,
17091,High-Productivity,Pit<1Month,Other Buffalo,Eastern Europe,0,N/A,N/A,
17093,High-Productivity,Poultry Manure,Other Buffalo,Eastern Europe,0,N/A,N/A,
17094,High-Productivity,Deep Bedding,Other Buffalo,Eastern Europe,0,N/A,N/A,
17095,High-Productivity,Composting,Other Buffalo,Eastern Europe,0,N/A,N/A,
17096,High-Productivity,Aerobic Treatment,Other Buffalo,Eastern Europe,0,N/A,N/A,
17097,High-Productivity,Lagoon,Other Buffalo,Russian Federation,0,N/A,N/A,
17098,High-Productivity,Liquid/Slurry,Other Buffalo,Russian Federation,9,N/A,N/A,
17099,High-Productivity,Solid Storage,Other Buffalo,Russian Federation,64,N/A,N/A,
17100,High-Productivity,Dry Lot,Other Buffalo,Russian Federation,0,N/A,N/A,
17101,High-Productivity,Pasture/Range/Paddock,Other Buffalo,Russian Federation,27,N/A,N/A,
17102,High-Productivity,Daily Spread,Other Buffalo,Russian Federation,0,N/A,N/A,
17103,High-Productivity,Digester,Other Buffalo,Russian Federation,0,N/A,N/A,
17104,High-Productivity,Burned For Fuel,Other Buffalo,Russian Federation,0,N/A,N/A,
17105,High-Productivity,Pit<1Month,Other Buffalo,Russian Federation,0,N/A,N/A,
17107,High-Productivity,Poultry Manure,Other Buffalo,Russian Federation,0,N/A,N/A,
17108,High-Productivity,Deep Bedding,Other Buffalo,Russian Federation,0,N/A,N/A,
17109,High-Productivity,Composting,Other Buffalo,Russian Federation,0,N/A,N/A,
17110,High-Productivity,Aerobic Treatment,Other Buffalo,Russian Federation,0,N/A,N/A,
17111,High-Productivity,Lagoon,Other Buffalo,Oceania,0,N/A,N/A,
17112,High-Productivity,Liquid/Slurry,Other Buffalo,Oceania,0,N/A,N/A,
17113,High-Productivity,Solid Storage,Other Buffalo,Oceania,0,N/A,N/A,
17114,High-Productivity,Dry Lot,Other Buffalo,Oceania,0,N/A,N/A,
17115,High-Productivity,Pasture/Range/Paddock,Other Buffalo,Oceania,0,N/A,N/A,
17116,High-Productivity,Daily Spread,Other Buffalo,Oceania,0,N/A,N/A,
17117,High-Productivity,Digester,Other Buffalo,Oceania,0,N/A,N/A,
17118,High-Productivity,Burned For Fuel,Other Buffalo,Oceania,0,N/A,N/A,
17119,High-Productivity,Pit<1Month,Other Buffalo,Oceania,0,N/A,N/A,
17121,High-Productivity,Poultry Manure,Other Buffalo,Oceania,0,N/A,N/A,
17122,High-Productivity,Deep Bedding,Other Buffalo,Oceania,0,N/A,N/A,
17123,High-Productivity,Composting,Other Buffalo,Oceania,0,N/A,N/A,
17124,High-Productivity,Aerobic Treatment,Other Buffalo,Oceania,0,N/A,N/A,
17125,High-Productivity,Lagoon,Other Buffalo,NENA/Middle East,0,N/A,N/A,
17126,High-Productivity,Liquid/Slurry,Other Buffalo,NENA/Middle East,0,N/A,N/A,
17127,High-Productivity,Solid Storage,Other Buffalo,NENA/Middle East,16,N/A,N/A,
17128,High-Productivity,Dry Lot,Other Buffalo,NENA/Middle East,12,N/A,N/A,
17129,High-Productivity,Pasture/Range/Paddock,Other Buffalo,NENA/Middle East,57,N/A,N/A,
17130,High-Productivity,Daily Spread,Other Buffalo,NENA/Middle East,0,N/A,N/A,
17131,High-Productivity,Digester,Other Buffalo,NENA/Middle East,0,N/A,N/A,
17132,High-Productivity,Burned For Fuel,Other Buffalo,NENA/Middle East,15,N/A,N/A,
17133,High-Productivity,Pit<1Month,Other Buffalo,NENA/Middle East,0,N/A,N/A,
17135,High-Productivity,Poultry Manure,Other Buffalo,NENA/Middle East,0,N/A,N/A,
17136,High-Productivity,Deep Bedding,Other Buffalo,NENA/Middle East,0,N/A,N/A,
17137,High-Productivity,Composting,Other Buffalo,NENA/Middle East,0,N/A,N/A,
17138,High-Productivity,Aerobic Treatment,Other Buffalo,NENA/Middle East,0,N/A,N/A,
17139,High-Productivity,Lagoon,Other Buffalo,South Asia,0,N/A,N/A,
17140,High-Productivity,Liquid/Slurry,Other Buffalo,South Asia,0,N/A,N/A,
17141,High-Productivity,Solid Storage,Other Buffalo,South Asia,1,N/A,N/A,
17142,High-Productivity,Dry Lot,Other Buffalo,South Asia,40,N/A,N/A,
17143,High-Productivity,Pasture/Range/Paddock,Other Buffalo,South Asia,39,N/A,N/A,
17144,High-Productivity,Daily Spread,Other Buffalo,South Asia,0,N/A,N/A,
17145,High-Productivity,Digester,Other Buffalo,South Asia,0,N/A,N/A,
17146,High-Productivity,Burned For Fuel,Other Buffalo,South Asia,20,N/A,N/A,
17147,High-Productivity,Pit<1Month,Other Buffalo,South Asia,0,N/A,N/A,
17149,High-Productivity,Poultry Manure,Other Buffalo,South Asia,0,N/A,N/A,
17150,High-Productivity,Deep Bedding,Other Buffalo,South Asia,0,N/A,N/A,
17151,High-Productivity,Composting,Other Buffalo,South Asia,0,N/A,N/A,
17152,High-Productivity,Aerobic Treatment,Other Buffalo,South Asia,0,N/A,N/A,
17153,Low-Productivity,Lagoon,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17154,Low-Productivity,Liquid/Slurry,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17155,Low-Productivity,Solid Storage,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17156,Low-Productivity,Dry Lot,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17157,Low-Productivity,Pasture/Range/Paddock,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17158,Low-Productivity,Daily Spread,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17159,Low-Productivity,Digester,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17160,Low-Productivity,Burned For Fuel,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17161,Low-Productivity,Pit<1Month,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17163,Low-Productivity,Poultry Manure,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17164,Low-Productivity,Deep Bedding,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17165,Low-Productivity,Composting,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17166,Low-Productivity,Aerobic Treatment,Other Buffalo,Sub-Saharan Africa,0,N/A,N/A,
17167,Low-Productivity,Lagoon,Other Buffalo,East Asia And South-East Asia,0,N/A,N/A,
17168,Low-Productivity,Liquid/Slurry,Other Buffalo,East Asia And South-East Asia,0,N/A,N/A,
17169,Low-Productivity,Solid Storage,Other Buffalo,East Asia And South-East Asia,6,N/A,N/A,
17170,Low-Productivity,Dry Lot,Other Buffalo,East Asia And South-East Asia,64,N/A,N/A,
17171,Low-Productivity,Pasture/Range/Paddock,Other Buffalo,East Asia And South-East Asia,28,N/A,N/A,
17172,Low-Productivity,Daily Spread,Other Buffalo,East Asia And South-East Asia,0,N/A,N/A,
17173,Low-Productivity,Digester,Other Buffalo,East Asia And South-East Asia,0,N/A,N/A,
17174,Low-Productivity,Burned For Fuel,Other Buffalo,East Asia And South-East Asia,2,N/A,N/A,
17175,Low-Productivity,Pit<1Month,Other Buffalo,East Asia And South-East Asia,0,N/A,N/A,
17177,Low-Productivity,Poultry Manure,Other Buffalo,East Asia And South-East Asia,0,N/A,N/A,
17178,Low-Productivity,Deep Bedding,Other Buffalo,East Asia And South-East Asia,0,N/A,N/A,
17179,Low-Productivity,Composting,Other Buffalo,East Asia And South-East Asia,0,N/A,N/A,
17180,Low-Productivity,Aerobic Treatment,Other Buffalo,East Asia And South-East Asia,0,N/A,N/A,
17181,Low-Productivity,Lagoon,Other Buffalo,North America,0,N/A,N/A,
17182,Low-Productivity,Liquid/Slurry,Other Buffalo,North America,0,N/A,N/A,
17183,Low-Productivity,Solid Storage,Other Buffalo,North America,0,N/A,N/A,
17184,Low-Productivity,Dry Lot,Other Buffalo,North America,0,N/A,N/A,
17185,Low-Productivity,Pasture/Range/Paddock,Other Buffalo,North America,0,N/A,N/A,
17186,Low-Productivity,Daily Spread,Other Buffalo,North America,0,N/A,N/A,
17187,Low-Productivity,Digester,Other Buffalo,North America,0,N/A,N/A,
17188,Low-Productivity,Burned For Fuel,Other Buffalo,North America,0,N/A,N/A,
17189,Low-Productivity,Pit<1Month,Other Buffalo,North America,0,N/A,N/A,
17191,Low-Productivity,Poultry Manure,Other Buffalo,North America,0,N/A,N/A,
17192,Low-Productivity,Deep Bedding,Other Buffalo,North America,0,N/A,N/A,
17193,Low-Productivity,Composting,Other Buffalo,North America,0,N/A,N/A,
17194,Low-Productivity,Aerobic Treatment,Other Buffalo,North America,0,N/A,N/A,
17195,Low-Productivity,Lagoon,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17196,Low-Productivity,Liquid/Slurry,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17197,Low-Productivity,Solid Storage,Other Buffalo,Latin America And The Caribbean,2,N/A,N/A,
17198,Low-Productivity,Dry Lot,Other Buffalo,Latin America And The Caribbean,5,N/A,N/A,
17199,Low-Productivity,Pasture/Range/Paddock,Other Buffalo,Latin America And The Caribbean,93,N/A,N/A,
17200,Low-Productivity,Daily Spread,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17201,Low-Productivity,Digester,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17202,Low-Productivity,Burned For Fuel,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17203,Low-Productivity,Pit<1Month,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17205,Low-Productivity,Poultry Manure,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17206,Low-Productivity,Deep Bedding,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17207,Low-Productivity,Composting,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17208,Low-Productivity,Aerobic Treatment,Other Buffalo,Latin America And The Caribbean,0,N/A,N/A,
17209,Low-Productivity,Lagoon,Other Buffalo,Western Europe,0,N/A,N/A,
17210,Low-Productivity,Liquid/Slurry,Other Buffalo,Western Europe,0,N/A,N/A,
17211,Low-Productivity,Solid Storage,Other Buffalo,Western Europe,0,N/A,N/A,
17212,Low-Productivity,Dry Lot,Other Buffalo,Western Europe,0,N/A,N/A,
17213,Low-Productivity,Pasture/Range/Paddock,Other Buffalo,Western Europe,0,N/A,N/A,
17214,Low-Productivity,Daily Spread,Other Buffalo,Western Europe,0,N/A,N/A,
17215,Low-Productivity,Digester,Other Buffalo,Western Europe,0,N/A,N/A,
17216,Low-Productivity,Burned For Fuel,Other Buffalo,Western Europe,0,N/A,N/A,
17217,Low-Productivity,Pit<1Month,Other Buffalo,Western Europe,0,N/A,N/A,
17219,Low-Productivity,Poultry Manure,Other Buffalo,Western Europe,0,N/A,N/A,
17220,Low-Productivity,Deep Bedding,Other Buffalo,Western Europe,0,N/A,N/A,
17221,Low-Productivity,Composting,Other Buffalo,Western Europe,0,N/A,N/A,
17222,Low-Productivity,Aerobic Treatment,Other Buffalo,Western Europe,0,N/A,N/A,
17223,Low-Productivity,Lagoon,Other Buffalo,Eastern Europe,0,N/A,N/A,
17224,Low-Productivity,Liquid/Slurry,Other Buffalo,Eastern Europe,9,N/A,N/A,
17225,Low-Productivity,Solid Storage,Other Buffalo,Eastern Europe,64,N/A,N/A,
17226,Low-Productivity,Dry Lot,Other Buffalo,Eastern Europe,0,N/A,N/A,
17227,Low-Productivity,Pasture/Range/Paddock,Other Buffalo,Eastern Europe,27,N/A,N/A,
17228,Low-Productivity,Daily Spread,Other Buffalo,Eastern Europe,0,N/A,N/A,
17229,Low-Productivity,Digester,Other Buffalo,Eastern Europe,0,N/A,N/A,
17230,Low-Productivity,Burned For Fuel,Other Buffalo,Eastern Europe,0,N/A,N/A,
17231,Low-Productivity,Pit<1Month,Other Buffalo,Eastern Europe,0,N/A,N/A,
17233,Low-Productivity,Poultry Manure,Other Buffalo,Eastern Europe,0,N/A,N/A,
17234,Low-Productivity,Deep Bedding,Other Buffalo,Eastern Europe,0,N/A,N/A,
17235,Low-Productivity,Composting,Other Buffalo,Eastern Europe,0,N/A,N/A,
17236,Low-Productivity,Aerobic Treatment,Other Buffalo,Eastern Europe,0,N/A,N/A,
17237,Low-Productivity,Lagoon,Other Buffalo,Russian Federation,0,N/A,N/A,
17238,Low-Productivity,Liquid/Slurry,Other Buffalo,Russian Federation,9,N/A,N/A,
17239,Low-Productivity,Solid Storage,Other Buffalo,Russian Federation,64,N/A,N/A,
17240,Low-Productivity,Dry Lot,Other Buffalo,Russian Federation,0,N/A,N/A,
17241,Low-Productivity,Pasture/Range/Paddock,Other Buffalo,Russian Federation,27,N/A,N/A,
17242,Low-Productivity,Daily Spread,Other Buffalo,Russian Federation,0,N/A,N/A,
17243,Low-Productivity,Digester,Other Buffalo,Russian Federation,0,N/A,N/A,
17244,Low-Productivity,Burned For Fuel,Other Buffalo,Russian Federation,0,N/A,N/A,
17245,Low-Productivity,Pit<1Month,Other Buffalo,Russian Federation,0,N/A,N/A,
17247,Low-Productivity,Poultry Manure,Other Buffalo,Russian Federation,0,N/A,N/A,
17248,Low-Productivity,Deep Bedding,Other Buffalo,Russian Federation,0,N/A,N/A,
17249,Low-Productivity,Composting,Other Buffalo,Russian Federation,0,N/A,N/A,
17250,Low-Productivity,Aerobic Treatment,Other Buffalo,Russian Federation,0,N/A,N/A,
17251,Low-Productivity,Lagoon,Other Buffalo,Oceania,0,N/A,N/A,
17252,Low-Productivity,Liquid/Slurry,Other Buffalo,Oceania,0,N/A,N/A,
17253,Low-Productivity,Solid Storage,Other Buffalo,Oceania,0,N/A,N/A,
17254,Low-Productivity,Dry Lot,Other Buffalo,Oceania,0,N/A,N/A,
17255,Low-Productivity,Pasture/Range/Paddock,Other Buffalo,Oceania,0,N/A,N/A,
17256,Low-Productivity,Daily Spread,Other Buffalo,Oceania,0,N/A,N/A,
17257,Low-Productivity,Digester,Other Buffalo,Oceania,0,N/A,N/A,
17258,Low-Productivity,Burned For Fuel,Other Buffalo,Oceania,0,N/A,N/A,
17259,Low-Productivity,Pit<1Month,Other Buffalo,Oceania,0,N/A,N/A,
17261,Low-Productivity,Poultry Manure,Other Buffalo,Oceania,0,N/A,N/A,
17262,Low-Productivity,Deep Bedding,Other Buffalo,Oceania,0,N/A,N/A,
17263,Low-Productivity,Composting,Other Buffalo,Oceania,0,N/A,N/A,
